nombre_cnf,vsids,dlis,restart,resultado,num_vars,num_clausulas,densidad,tamanio_prom_clausula,vars_positivas,vars_negativas,clausulas_len_2,clausulas_len_1,blocked,blockings,candidates,blockres,pure,pureclauses,chronological,compacts,conflicts,backtracked,conditioned,conditionings,condcands,condassinit,condcondinit,condautinit,condassrem,condcondrem,condautrem,condprops,covered,coverings,asymmetric,decisions,searched,eliminated,elimphases,elimrounds,elimtried,elimgates,elimequivs,elimands,elimites,elimxors,elimsubst,elimres,elimrestried,ext.prop._calls,propagating,explained,falsified,ext.clause_calls,learned,conflicting,ext.final_check,fixed,failed,probefailed,transredunits,probingphases,probesuccess,probingrounds,probed,hbrs,hbrsizes,hbreds,hbrsubs,units,binaries,flushed,hyper,flushings,instantiated,instrounds,bumped,recomputed,promoted1,promoted2,improvedglue,lucky,extendbytes,learned_lits,minimized,shrunken,minishrunken,otfs,propagations,coverprops,probeprops,searchprops,transredprops,vivifyprops,walkprops,reactivated,reduced,reductions,collections,rephased,rephasedbest,rephasedflip,rephasedinv,rephasedorig,rephasedrand,rephasedwalk,rescored,restarts,reused,reusedlevels,restored,restorations,literals,stabilizing,restartstab,reusedstab,substituted,decompositions,subsumed,subsumephases,subsumerounds,deduplicated,transreds,transitive,subirr,subred,subtried,subchecks,subchecks2,elimotfsub,elimbwsub,eagersub,eagertried,strengthened,elimotfstr,elimbwstr,ternary,phases,htr3,htr2,trail_reuses,levels,assumptions,vivified,vivifications,vivifychecks,vivifysched,vivifyunits,vivifyinst,vivifysubs,vivifystrs,vivifystrirr,vivifystred1,vivifystred2,vivifystred3,vivifydecs,vivifyreused,walked,flips,broken,weakened,extensions,flipped,total_process_time_since_initialization,total_real_time_since_initialization,maximum_resident_set_size_of_process,tiempo_segundos
random3sat_n2000_r4.26_1.cnf,1,0,1,TIMEOUT,2000,8520,4.26,3.0,1994,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60
pigeon_41_into_40_8.cnf,1,0,1,TIMEOUT,1640,32841,20.025,2.0474406991260925,1640,1640,0.9987515605493134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60
pigeon_11_into_10_10.cnf,1,0,1,UNSATISFIABLE,110,561,5.1,2.156862745098039,110,110,0.9803921568627451,,0,0,0,0,0,0,361636,0,2603958,2782558,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2926848,9298062,19,13,13,981,0,0,0,0,0,0,32382,32272,0,0,0,0,0,2568061,0,0,65,0,0,0,31,0,31,3040,3,9,3,3,9,64,0,0,0,0,0,113305461,7078987,879,134602,953133,0,8448,75598931,0,29840601,3057736,37190,40461082,0,34180,34594771,26060,76120,5729951,0,1232785,131,131,71,23,7,6,6,7,22,0,65411,65381,563179,0,0,0,6,317,314,0,62,1188720,16,29,0,16,0,0,64530,106460,11008980,131984,0,0,1122998,56497144,65434,0,0,121,44,121,0,0,0,0,395,16,2507,42279,0,9,153,242,0,18,181,43,22876,7135,22,483363,483648,198,0,0,51.26,51.56,35.21,51.56190538406372
pigeon_51_into_50_9.cnf,1,0,1,TIMEOUT,2550,63801,25.02,2.038369304556355,2550,2550,0.9992006394884093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60
random3sat_n1000_r3.76_6.cnf,1,0,1,SATISFIABLE,1000,3760,3.76,3.0,998,999,,,0,0,0,0,0,0,22559,0,78024,105614,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,213465,1120237,49,1,2,1015,0,0,0,0,0,0,12979,12725,0,0,0,0,0,74914,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10899311,178998,862,613,18781,0,11304,4116975,0,282333,318974,24,9137399,0,0,8749478,0,33380,354541,0,61063,22,22,12,3,2,1,2,1,3,0,1545,387,1642,0,0,0,3,20,14,0,10,1321,2,3,0,2,0,1,0,12793,176459,0,0,0,1320,1648108,29,0,0,41,9,41,0,0,0,0,0,2,8481,10562,0,0,0,0,0,0,0,0,28766,5705,3,40202,710851,313,1,34,2.83,2.88,30.53,2.885776996612549
pigeon_51_into_50_4.cnf,1,0,1,TIMEOUT,2550,63801,25.02,2.038369304556355,2550,2550,0.9992006394884093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60
parity_n20_6.cnf,1,0,1,SATISFIABLE,20,191,9.55,2.094240837696335,20,20,0.9947643979057592,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,30.59,0.0019383430480957031
bmc_flipflop_d3_0.cnf,1,0,1,UNSATISFIABLE,4,8,2.0,1.75,4,4,0.75,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,30.59,0.0016345977783203125
random3sat_n1000_r3.76_27.cnf,1,0,1,SATISFIABLE,1000,3760,3.76,3.0,998,996,,,0,0,0,0,0,0,6074,0,21007,39190,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,52635,316956,68,2,2,1964,0,0,0,0,0,0,26483,26101,0,0,0,0,0,20184,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3031803,47750,189,176,4956,0,16220,1131955,0,63299,85951,12,2477400,0,0,2406141,0,27717,43542,0,13598,11,11,6,1,1,1,1,1,1,0,323,92,622,0,0,0,2,6,4,0,4,238,2,4,0,2,0,0,1,13096,138384,0,0,0,237,444048,18,0,0,37,4,37,0,0,0,0,0,2,7684,9312,0,0,0,0,0,0,0,0,25939,5535,1,4341,97556,449,1,11,0.73,0.74,30.59,0.7386846542358398
bmc_flipflop_d3_5.cnf,1,0,1,UNSATISFIABLE,4,8,2.0,1.75,4,4,0.75,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,30.59,0.001972198486328125
pigeon_31_into_30_2.cnf,1,0,1,TIMEOUT,930,13981,15.033333333333333,2.0620842572062084,930,930,0.9977827050997783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60
random3sat_n1000_r3.76_18.cnf,1,0,1,SATISFIABLE,1000,3760,3.76,3.0,994,996,,,0,0,0,0,0,0,6328,0,21016,31755,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,57449,322004,61,1,2,1022,0,0,0,0,0,0,12959,12675,0,0,0,0,0,20193,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3046888,43310,174,162,4877,0,14156,1124979,0,61720,85545,5,2459188,0,0,2393937,0,13883,51368,0,13681,11,11,6,1,1,1,1,1,1,0,390,119,519,0,0,0,2,6,3,0,4,243,1,2,0,1,0,1,0,6949,61979,0,0,0,242,444246,8,0,0,38,4,38,0,0,0,0,0,1,3911,4425,0,0,0,0,0,0,0,0,13007,2772,1,5850,101794,391,1,7,0.79,0.8,30.59,0.8044576644897461
bmc_flipflop_d9_8.cnf,1,0,1,UNSATISFIABLE,10,20,2.0,1.9,10,10,0.9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,30.59,0.0026977062225341797
random3sat_n1000_r3.76_21.cnf,1,0,1,SATISFIABLE,1000,3760,3.76,3.0,996,993,,,0,0,0,0,0,0,6051,0,21020,39014,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,48565,310239,69,2,2,1952,0,0,0,0,0,0,26119,25791,0,0,0,0,0,20162,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3015336,45091,195,161,4738,0,15568,1113188,0,67280,86129,4,2446645,0,0,2381207,0,27658,37780,0,13104,11,11,6,1,1,1,1,1,1,0,279,77,339,0,0,0,2,6,1,0,4,232,2,4,0,2,0,0,0,12089,127686,0,0,0,232,443564,5,0,0,26,4,26,0,0,0,0,0,2,7651,9250,0,0,0,0,0,0,0,0,25893,5478,1,4794,66590,430,1,18,0.74,0.75,30.59,0.7548935413360596
bmc_flipflop_d7_12.cnf,1,0,1,UNSATISFIABLE,8,16,2.0,1.875,8,8,0.875,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,30.59,0.0020456314086914062
parity_n20_1.cnf,1,0,1,SATISFIABLE,20,191,9.55,2.094240837696335,20,20,0.9947643979057592,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,30.59,0.00186920166015625
random3sat_n2000_r4.26_10.cnf,1,0,1,TIMEOUT,2000,8520,4.26,3.0,1998,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60
random3sat_n5000_r4.76_8.cnf,1,0,1,TIMEOUT,5000,23800,4.76,3.0,4997,4997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60
parity_n20_11.cnf,1,0,1,SATISFIABLE,20,191,9.55,2.094240837696335,20,20,0.9947643979057592,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,30.59,0.001970052719116211
random3sat_n2000_r4.26_16.cnf,1,0,1,TIMEOUT,2000,8520,4.26,3.0,1998,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60
random3sat_n5000_r4.76_26.cnf,1,0,1,TIMEOUT,5000,23800,4.76,3.0,4997,4995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60
parity_n40_3.cnf,1,0,1,SATISFIABLE,40,781,19.525,2.0486555697823303,40,40,0.998719590268886,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,30.59,0.002053499221801758
random3sat_n2000_r4.26_4.cnf,1,0,1,TIMEOUT,2000,8520,4.26,3.0,1998,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60
pigeon_31_into_30_12.cnf,1,0,1,TIMEOUT,930,13981,15.033333333333333,2.0620842572062084,930,930,0.9977827050997783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60
random3sat_n5000_r4.76_17.cnf,1,0,1,TIMEOUT,5000,23800,4.76,3.0,4997,4997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60
random3sat_n2000_r4.26_22.cnf,1,0,1,TIMEOUT,2000,8520,4.26,3.0,1999,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60
pigeon_21_into_20_11.cnf,1,0,1,TIMEOUT,420,4221,10.05,2.08955223880597,420,420,0.9950248756218906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60
random3sat_n5000_r4.76_20.cnf,1,0,1,TIMEOUT,5000,23800,4.76,3.0,4997,4998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60
random3sat_n1000_r3.76_12.cnf,1,0,1,SATISFIABLE,1000,3760,3.76,3.0,996,997,,,0,0,0,0,0,0,6039,0,21015,39072,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,53087,297536,51,2,2,1965,0,0,0,0,0,0,26000,25753,0,0,0,0,0,20131,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2894243,43749,155,185,4735,0,11184,1055672,0,60271,89805,5,2515741,0,0,2412863,0,27665,75213,0,12871,11,11,6,1,1,1,1,1,1,0,347,100,439,0,0,0,2,6,5,0,4,315,2,4,0,2,0,0,0,11701,130476,0,0,0,315,442882,8,0,0,35,4,35,0,0,0,0,0,2,7672,9296,0,0,0,0,0,0,0,0,25930,5500,1,6877,180126,309,1,13,0.67,0.67,30.59,0.6754529476165771
random3sat_n1000_r3.76_24.cnf,1,0,1,SATISFIABLE,1000,3760,3.76,3.0,997,999,,,0,0,0,0,0,0,5896,0,21016,38965,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,38980,296783,64,2,2,1962,0,0,0,0,0,0,26434,26100,0,0,0,0,0,20239,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3063175,47890,169,179,5309,0,13732,1169347,0,77292,91747,5,2385437,0,0,2317885,0,27759,39793,0,13688,11,11,6,1,1,1,1,1,1,0,163,64,412,0,0,0,2,6,3,0,4,345,2,4,0,2,0,0,0,12351,130437,0,0,0,345,445258,8,0,0,29,3,29,0,0,0,0,0,2,7695,9234,0,0,0,0,0,0,0,0,26012,5525,1,3481,97751,380,1,21,0.67,0.67,30.59,0.6739318370819092
bmc_flipflop_d9_3.cnf,1,0,1,UNSATISFIABLE,10,20,2.0,1.9,10,10,0.9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,30.59,0.0029091835021972656
parity_n10_10.cnf,1,0,1,SATISFIABLE,10,46,4.6,2.1739130434782608,10,10,0.9782608695652174,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,30.59,0.002378702163696289
random3sat_n5000_r4.76_5.cnf,1,0,1,TIMEOUT,5000,23800,4.76,3.0,4995,4997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60
pigeon_41_into_40_13.cnf,1,0,1,TIMEOUT,1640,32841,20.025,2.0474406991260925,1640,1640,0.9987515605493134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60
pigeon_11_into_10_0.cnf,1,0,1,UNSATISFIABLE,110,561,5.1,2.156862745098039,110,110,0.9803921568627451,,0,0,0,0,0,0,361636,0,2603958,2782558,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2926848,9298062,19,13,13,981,0,0,0,0,0,0,32382,32272,0,0,0,0,0,2568061,0,0,65,0,0,0,31,0,31,3040,3,9,3,3,9,64,0,0,0,0,0,113305461,7078987,879,134602,953133,0,8448,75598931,0,29840601,3057736,37190,40461082,0,34180,34594771,26060,76120,5729951,0,1232785,131,131,71,23,7,6,6,7,22,0,65411,65381,563179,0,0,0,6,317,314,0,62,1188720,16,29,0,16,0,0,64530,106460,11008980,131984,0,0,1122998,56497144,65434,0,0,121,44,121,0,0,0,0,395,16,2507,42279,0,9,153,242,0,18,181,43,22876,7135,22,483363,483648,198,0,0,51.04,51.27,35.01,51.27145862579346
random3sat_n1000_r3.76_3.cnf,1,0,1,SATISFIABLE,1000,3760,3.76,3.0,998,994,,,0,0,0,0,0,0,6220,0,21014,39205,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,50349,301380,58,2,2,1959,0,0,0,0,0,0,26045,25789,0,0,0,0,0,20165,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2934792,44397,198,175,4881,0,11848,1089732,0,66261,86493,13,2497741,0,0,2392181,0,27701,77859,0,13506,11,11,6,1,1,1,1,1,1,0,309,102,287,0,0,0,2,6,4,0,4,271,2,4,0,2,0,0,0,11960,129910,0,0,0,271,443630,19,0,0,42,4,42,0,0,0,0,0,2,7690,9325,0,0,0,0,0,0,0,0,25959,5488,1,10052,136184,328,1,20,0.68,0.68,30.59,0.6845197677612305
random3sat_n5000_r4.76_29.cnf,1,0,1,TIMEOUT,5000,23800,4.76,3.0,4998,4995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60
parity_n40_13.cnf,1,0,1,SATISFIABLE,40,781,19.525,2.0486555697823303,40,40,0.998719590268886,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,30.59,0.0020813941955566406
bmc_flipflop_d3_10.cnf,1,0,1,UNSATISFIABLE,4,8,2.0,1.75,4,4,0.75,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,30.59,0.0019283294677734375
random3sat_n2000_r4.26_19.cnf,1,0,1,TIMEOUT,2000,8520,4.26,3.0,1999,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60
parity_n30_12.cnf,1,0,1,SATISFIABLE,30,436,14.533333333333333,2.0642201834862384,30,30,0.9977064220183486,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,30.59,0.002348661422729492
